Sent	amod	noun	amod_idx	head_idx	position
matthew mckay ( né le 11 janvier 1938 à brisbane , en australie ) est un footballeur international australien .	australien	footballeur	19	17	after
elle se dote notamment de grands classiques de le cinéma français et américain ainsi que d' un fonds important de cinéma soviétique .	français	cinéma	11	10	after
elle se dote notamment de grands classiques de le cinéma français et américain ainsi que d' un fonds important de cinéma soviétique .	important	fonds	19	18	after
elle se dote notamment de grands classiques de le cinéma français et américain ainsi que d' un fonds important de cinéma soviétique .	soviétique	cinéma	22	21	after
une première équipe de sept hommes se rend dans l' est de l' arctique canadien , où ils font des interviews et des fouilles et recueillent des artefacts dont certains sont maintenant exposés dans des musées danois .	danois	musées	37	36	after
en 2008 , nba tv est diffusée dans 40 pays par l' intermédiaire de les partenaires suivants :	suivants	partenaires	17	16	after
en effet , l' ambiance « ado attardé » de vote for me laisse ici place à des chansons plus sombres , voire presque plus émotives .	attardé	ado	8	7	after
en effet , l' ambiance « ado attardé » de vote for me laisse ici place à des chansons plus sombres , voire presque plus émotives .	sombres	chansons	21	19	after
ils se nourrissent principalement de mousses , d' algues , d' écorces et d' autres matières organiques en décomposition .	organiques	matières	17	16	after
elle est dégradée lors de la réaction corticale .	corticale	réaction	8	7	after
près de l' autoroute , il y a une autre chute magnifique : brandywine falls .	magnifique	chute	12	11	after
ces tentatives se soldèrent par des échecs , puis par d' importants changements d' alliance sur l' échiquier régional et , à le bout de le compte , la désintégration de l' état somalien et la partition de l' état éthiopien .	régional	échiquier	19	18	after
ces tentatives se soldèrent par des échecs , puis par d' importants changements d' alliance sur l' échiquier régional et , à le bout de le compte , la désintégration de l' état somalien et la partition de l' état éthiopien .	somalien	état	34	33	after
ces tentatives se soldèrent par des échecs , puis par d' importants changements d' alliance sur l' échiquier régional et , à le bout de le compte , la désintégration de l' état somalien et la partition de l' état éthiopien .	éthiopien	état	41	40	after
il met aussi en œuvre des techniques qu' il a appliquées pour la fabrication de les fortifications comme le creusement de canaux d' approche pour acheminer les matériaux lourds ou le four à chaux fonctionnant à la houille ( appelé à l' époque « charbon de terre » ) .	lourds	matériaux	29	28	after
chaque arrondissement forme un secteur municipal , à l' exception de les 1er et 4e arrondissement , d' une part , et de les 2e et 3e arrondissements , d' autre part , qui forment respectivement les 1er et 2e secteurs .	municipal	secteur	6	5	after
a noter que le super héros luke cage qu' elle épousera était un personnage important de " alias " et qu' il sera également présent dans cette nouvelle série tv marvel .	important	personnage	15	14	after
son couronnement marque la fin de le zemene mesafent , le début de l' histoire moderne de le pays et l' initialisation de le processus de centralisation achevé sous hailé sélassié i.	moderne	histoire	16	15	after
d' autres puissances économiques émergentes , comme le brésil , l' inde et le mexique commencent à investir lourdement dans l' énergie éolienne .	économiques	puissances	4	3	after
d' autres puissances économiques émergentes , comme le brésil , l' inde et le mexique commencent à investir lourdement dans l' énergie éolienne .	émergentes	puissances	5	3	after
d' autres puissances économiques émergentes , comme le brésil , l' inde et le mexique commencent à investir lourdement dans l' énergie éolienne .	éolienne	énergie	23	22	after
il y a douze espèces reconnues .	reconnues	espèces	6	5	after
dans un premier cas , si l'on excite sélectivement un de les deux pendules , le deuxième pendule se met en mouvement , puis absorbe toute l' énergie mécanique de le système , avant que l' énergie mécanique de le premier pendule n' augmente à nouveau .	mécanique	énergie	29	28	after
dans un premier cas , si l'on excite sélectivement un de les deux pendules , le deuxième pendule se met en mouvement , puis absorbe toute l' énergie mécanique de le système , avant que l' énergie mécanique de le premier pendule n' augmente à nouveau .	mécanique	énergie	38	37	after
dans la mythologie grecque et romaine , les pégées ( en latin pegaeae ) sont les nymphes qui peuplent les sources .	grecque	mythologie	4	3	after
une bonne expérience de la scène rock , fusion et jazz , il a étudié l' alto dès l' âge de 6 ans , la basse à le m. a. i à nancy ( cursus professionnel ) puis la contrebasse à le conservatoire de metz .	professionnel	cursus	36	35	after
c' est la langue maternelle parlée chez soi pour la majorité de la population .	maternelle	langue	5	4	after
pendant l' instruction de son procès , elle tenta de faire comprendre que toute cette histoire était une histoire d' amour , un " amour fou " .	fou	amour	26	25	after
cependant , pour les supercalculateurs , la faible latence de myrinet est encore plus importante que son débit , vu que , en accord avec la loi d' amdahl , les performances de calcul d' un système parallèle haute-performance sont souvent amoindries de par son processus le plus lent , qui est souvent la latence impliquée par le protocole d' échange de données via réseau .	parallèle	système	38	37	after
cependant , pour les supercalculateurs , la faible latence de myrinet est encore plus importante que son débit , vu que , en accord avec la loi d' amdahl , les performances de calcul d' un système parallèle haute-performance sont souvent amoindries de par son processus le plus lent , qui est souvent la latence impliquée par le protocole d' échange de données via réseau .	lent	processus	49	46	after
l' alsace bossue fut peuplée dès le néolithique .	bossue	alsace	3	2	after
manifestement , l' arrière de le corps , avec sa large queue capable d' onduler et ses membres postérieurs en forme de pagaie , avait une vocation aquatique » .	capable	queue	13	12	after
manifestement , l' arrière de le corps , avec sa large queue capable d' onduler et ses membres postérieurs en forme de pagaie , avait une vocation aquatique » .	postérieurs	membres	19	18	after
manifestement , l' arrière de le corps , avec sa large queue capable d' onduler et ses membres postérieurs en forme de pagaie , avait une vocation aquatique » .	aquatique	vocation	28	27	after
début janvier , gene raymond la fit transporter de nouveau à houston où il espèrait que le dr. michael debakey , pionnier de la chirurgie cardiaque , pourrait opérer sur jeanette le même miracle qu' il avait obtenu sur le duc de windsor .	cardiaque	chirurgie	26	25	after
arzu göllü est une ancienne joueuse de volley-ball turque née le 30 janvier 1969 à ankara .	turque	joueuse	9	6	after
et la privatisation ne se fera que plus tard : en 1925 , un groupe de producteurs se regroupa pour former une compagnie capable de construire de très grosses centrales pour londres , ce sera la naissance de la london power company .	capable	compagnie	24	23	after
deux tombeaux furent creusés pour le roi , dans la falaise à partir d' un temple qui comportait également une cour à portiques et une salle hypostyle .	hypostyle	salle	27	26	after
malgré les capacités de filtrage naturel de les sols traversés par les eaux , celles-ci doivent donc être contrôlées et traitées de manière à diminuer les risques .	naturel	filtrage	6	5	after
auterrive est une commune française , située dans le département de les pyrénées-atlantiques et la région aquitaine .	française	commune	5	4	after
souvent confondus , travesti et transsexuel ne sont pas synonymes , car bien que le travestissement soit l' étape habituelle de le parcours pour assumer sa transsexualité , il n' implique pas forcément la volonté de changer de sexe .	habituelle	étape	20	19	after
le bras armé est gardé près de le corps ( pas plus loin qu' une main ) , cependant lors de match à l' arme électrique le tireur doit prendre garde à ne pas toucher la veste puisque si l' adversaire touche sa lame il y aura une touche .	électrique	arme	26	25	after
avec une superficie de 2 675 km² , il s' agit de la plus grande réserve nationale de faune de le pays .	nationale	réserve	16	15	after
